name,year,selling_price,km_driven,fuel,seller_type,transmission,mileage,engine,max_power,seats
Nissan Micra XV CVT,2017,12320,21500,Petrol,Individual,Automatic,5.17,1198.0,76.0,5.0
Tata Tiago 1.05 Revotorq XZ WO Alloy,2017,9900,89000,Diesel,Individual,Manual,3.67,1047.0,69.0,5.0
Maruti Swift Dzire VXI,2013,10119,35000,Petrol,Individual,Manual,5.24,1197.0,85.8,5.0
Maruti Zen Estilo LXI BS IV,2013,5170,43000,Petrol,Individual,Manual,5.26,998.0,67.1,5.0
Hyundai Santro Xing GLS,2009,3960,80000,Petrol,Individual,Manual,5.58,1086.0,62.1,5.0
Hyundai Santro Xing XS,2007,3080,80000,Petrol,Individual,Manual,5.62,1086.0,63.0,5.0
Hyundai i20 Asta 1.4 CRDi,2014,13640,110000,Diesel,Individual,Manual,4.44,1396.0,88.73,5.0
Hyundai EON Era,2012,4180,100000,Petrol,Individual,Manual,4.74,814.0,55.2,5.0
Hyundai EON Sportz,2018,8360,25000,Petrol,Individual,Manual,4.74,814.0,55.2,5.0
Ford EcoSport S Diesel BSIV,2019,25190,20000,Diesel,Individual,Manual,4.35,1498.0,98.96,5.0
Tata Zest Quadrajet 1.3 75PS XE,2017,11880,70000,Diesel,Individual,Manual,4.36,1248.0,74.0,5.0
Toyota Innova 2.5 V Diesel 7-seater,2011,17600,197000,Diesel,Individual,Manual,7.81,2494.0,102.0,7.0
Maruti Wagon R LXI BSIII,2006,3300,100000,Petrol,Individual,Manual,7.14,1061.0,64.0,5.0
Maruti 800 Std,1995,1210,70000,Petrol,Individual,Manual,6.21,796.0,37.0,4.0
Mahindra XUV500 W10 2WD,2015,20239,140000,Diesel,Individual,Manual,6.25,2179.0,140.0,7.0
Maruti Alto LXi BSIII,2009,2970,50000,Petrol,Individual,Manual,5.08,796.0,46.3,5.0
Tata Tiago 1.2 Revotron XZ,2017,7480,40300,Petrol,Individual,Manual,4.19,1199.0,84.0,5.0
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2010,11550,120000,Diesel,Individual,Manual,7.81,2494.0,102.0,8.0
Maruti Celerio VXI,2016,9042,25000,Petrol,Individual,Manual,4.33,998.0,67.04,5.0
Maruti Wagon R LXI Minor,2010,3300,155000,Petrol,Individual,Manual,5.29,998.0,67.1,5.0
Honda Jazz 1.2 V AT i VTEC,2015,12650,50000,Petrol,Individual,Automatic,5.26,1199.0,88.7,5.0
Hyundai i20 Asta Option 1.2,2017,13090,30030,Petrol,Dealer,Manual,5.38,1197.0,81.83,5.0
Hyundai Xcent 1.2 Kappa SX Option,2017,11550,29029,Petrol,Dealer,Manual,5.24,1197.0,82.0,5.0
Maruti Ritz VDi,2012,7370,72072,Diesel,Dealer,Manual,4.74,1248.0,73.9,5.0
Ford Figo Diesel EXI,2012,6600,54000,Diesel,Individual,Manual,5.0,1399.0,68.0,5.0
Hyundai i20 2015-2017 Sportz Option 1.4 CRDi,2012,9130,82082,Diesel,Dealer,Manual,4.44,1396.0,88.73,5.0
Mahindra XUV500 W8 2WD,2016,20350,48000,Diesel,Individual,Manual,6.25,2179.0,140.0,7.0
Maruti Ertiga BSIV ZXI Plus,2016,16500,20000,Petrol,Individual,Manual,5.71,1373.0,91.1,7.0
Hyundai Verna CRDi 1.6 AT SX Option,2018,25300,49000,Diesel,Individual,Automatic,4.55,1582.0,126.2,5.0
Datsun GO Plus T BSIV,2015,5720,35000,Petrol,Individual,Manual,5.14,1198.0,67.0,7.0
Maruti Alto 800 CNG LXI,2017,5720,67000,CNG,Individual,Manual,2.0,796.0,40.3,4.0
Maruti Swift Dzire Vdi BSIV,2011,7634,80600,Diesel,Individual,Manual,5.18,1248.0,73.9,5.0
Hyundai EON Magna Optional,2013,4290,58609,Petrol,Individual,Manual,4.74,814.0,55.2,5.0
Fiat Punto Pure 1.2L FIRE,2016,5830,33003,Petrol,Individual,Manual,6.37,1172.0,67.0,5.0
Maruti Wagon R LXI CNG,2016,7040,43000,CNG,Individual,Manual,2.5,998.0,58.16,5.0
Hyundai i20 Magna 1.2,2016,12980,16500,Petrol,Individual,Manual,5.38,1197.0,81.83,5.0
Toyota Innova 2.5 GX 8 STR BSIV,2012,14300,138000,Diesel,Individual,Manual,7.81,2494.0,102.0,8.0
Mahindra Scorpio 2009-2014 EX 9S BSIII,2013,11219,165500,Diesel,Individual,Manual,7.14,2523.0,75.0,9.0
Maruti Swift Dzire ZDi,2011,7700,120000,Diesel,Individual,Manual,5.18,1248.0,73.9,5.0
Tata Nexon 1.5 Revotorq XM,2018,16478,30000,Diesel,Individual,Manual,4.65,1497.0,108.5,5.0
Tata Indigo CS LS (TDI) BS III,2010,3300,70000,Diesel,Individual,Manual,5.24,1396.0,69.0,5.0
Maruti Zen LX,2003,1276,170000,Petrol,Individual,Manual,5.78,993.0,60.0,5.0
Mahindra Verito 1.5 D2 BSIV,2011,4400,120000,Diesel,Individual,Manual,4.76,1461.0,64.1,5.0
Tata Indica Vista Quadrajet LS,2014,5280,168000,Diesel,Individual,Manual,4.48,1248.0,74.0,5.0
Honda Amaze E i-DTEC,2017,11330,60000,Diesel,Individual,Manual,3.88,1498.0,98.6,5.0
Maruti Alto LXi,2008,3190,120000,Petrol,Individual,Manual,5.08,796.0,46.3,5.0
Maruti Wagon R VXI Optional,2016,9900,5800,Petrol,Individual,Manual,4.88,998.0,67.04,5.0
Maruti A-Star Lxi,2010,3938,68700,Petrol,Individual,Manual,5.26,998.0,66.1,5.0
Hyundai Verna Xi (Petrol),2007,4840,108000,Petrol,Individual,Manual,7.19,1599.0,103.2,5.0
Tata Zest Revotron 1.2 XT,2020,11000,40000,Petrol,Individual,Manual,5.69,1193.0,88.7,5.0
Ford Fiesta Classic 1.4 SXI Duratorq,2009,4180,100000,Diesel,Individual,Manual,5.62,1399.0,67.0,5.0
Chevrolet Beat Diesel LT,2015,4400,40000,Diesel,Individual,Manual,3.93,936.0,56.3,5.0
Ford EcoSport 1.5 Petrol Titanium Plus BSIV,2018,18700,90000,Petrol,Individual,Manual,5.88,1497.0,121.36,5.0
Volkswagen Polo Petrol Highline 1.2L,2011,5940,60000,Petrol,Individual,Manual,6.07,1198.0,73.9,5.0
Hyundai EON Magna Plus,2016,7370,17000,Petrol,Individual,Manual,4.74,814.0,55.2,5.0
Maruti Wagon R VXI Optional,2018,10119,5000,Petrol,Individual,Manual,4.88,998.0,67.04,5.0
Maruti Vitara Brezza LDi Option,2017,15620,60000,Diesel,Individual,Manual,4.12,1248.0,88.5,5.0
Maruti Swift Dzire LDI,2015,7260,140000,Diesel,Individual,Manual,3.76,1248.0,74.0,5.0
Jeep Compass 2.0 Limited,2017,33330,15000,Diesel,Individual,Manual,5.85,1956.0,170.0,5.0
Tata Nexon 1.2 Revotron XZ Plus,2018,16500,25000,Petrol,Individual,Manual,5.88,1198.0,108.5,5.0
Chevrolet Spark 1.0 LT,2016,3520,50000,Petrol,Individual,Manual,6.17,995.0,62.1,5.0
Chevrolet Beat Diesel LT Option,2016,4730,60000,Diesel,Individual,Manual,3.93,936.0,56.3,5.0
Tata Nano Cx BSIII,2012,1320,40000,Petrol,Individual,Manual,3.94,624.0,38.0,4.0
Maruti Swift Dzire VXI,2014,10560,72000,Petrol,Individual,Manual,5.24,1197.0,85.8,5.0
Tata Manza Aqua Quadrajet BS IV,2012,3080,195000,Diesel,Individual,Manual,4.73,1248.0,88.8,5.0
Hyundai EON D Lite,2012,4400,70000,Petrol,Individual,Manual,4.74,814.0,55.2,5.0
Nissan Micra Diesel XL Optional,2013,8800,83000,Diesel,Individual,Manual,4.33,1461.0,63.1,5.0
Hyundai EON Era Plus,2012,3960,100000,Petrol,Individual,Manual,4.74,814.0,55.2,5.0
Maruti Swift VXI Optional,2015,12100,25000,Petrol,Individual,Manual,4.9,1197.0,81.8,5.0
Maruti Swift VDI Optional,2016,12100,50000,Diesel,Individual,Manual,3.97,1248.0,74.0,5.0
Maruti Ertiga VDI,2012,12100,67000,Diesel,Individual,Manual,4.81,1248.0,88.76,7.0
Maruti Zen Estilo VXI BSIV,2011,5940,30000,Petrol,Individual,Manual,5.26,998.0,67.1,5.0
Renault Pulse RxL,2013,6930,85000,Diesel,Individual,Manual,4.33,1461.0,63.12,5.0
Mahindra Thar CRDe,2018,19250,25000,Diesel,Individual,Manual,6.04,2498.0,105.0,6.0
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2007,8800,170000,Diesel,Individual,Manual,7.81,2494.0,102.0,8.0
Mahindra Scorpio EX,2014,11880,110000,Diesel,Individual,Manual,7.14,2523.0,75.0,8.0
Maruti Wagon R LXI CNG,2017,7700,60000,CNG,Individual,Manual,2.5,998.0,58.16,5.0
Hyundai Verna 1.6 SX CRDi (O),2011,7920,80000,Diesel,Individual,Manual,4.48,1582.0,126.32,5.0
Maruti Wagon R VXI BS IV,2014,6600,31000,Petrol,Individual,Manual,4.88,998.0,67.04,5.0
Hyundai Grand i10 CRDi Sportz,2014,7700,100000,Diesel,Individual,Manual,4.17,1120.0,70.0,5.0
Mahindra NuvoSport N8,2016,14300,130000,Diesel,Individual,Manual,5.73,1493.0,100.0,7.0
Maruti Wagon R LXI Optional,2016,7700,20000,Petrol,Individual,Manual,4.88,998.0,67.04,5.0
Ford EcoSport 1.5 TDCi Trend Plus BSIV,2017,15400,60000,Diesel,Individual,Manual,4.39,1498.0,98.59,5.0
Maruti Swift Dzire VDI,2013,9130,102996,Diesel,Individual,Manual,4.27,1248.0,74.0,5.0
Mahindra Marazzo M8,2019,32119,5000,Diesel,Individual,Manual,5.78,1497.0,121.0,7.0
Tata Nexon 1.5 Revotorq XZ Plus,2017,18260,35000,Diesel,Individual,Manual,4.65,1497.0,108.5,5.0
Datsun GO T Option BSIV,2018,9460,5000,Petrol,Individual,Manual,4.85,1198.0,67.0,5.0
Ford EcoSport 1.5 TDCi Platinum Edition BSIV,2017,18700,60000,Diesel,Individual,Manual,4.39,1498.0,98.59,5.0
Maruti Swift Dzire ZXI,2017,14300,70000,Petrol,Individual,Manual,4.8,1197.0,83.14,5.0
Hyundai Verna CRDi,2008,2640,120000,Diesel,Individual,Manual,5.95,1493.0,110.0,5.0
Mahindra TUV 300 T8,2016,16059,65100,Diesel,Individual,Manual,5.41,1493.0,100.0,7.0
Maruti Ignis 1.2 AMT Delta BSIV,2019,11550,20000,Petrol,Individual,Automatic,4.79,1197.0,81.8,5.0
Hyundai i20 Active 1.4 SX,2015,13200,108000,Diesel,Individual,Manual,4.72,1396.0,88.73,5.0
Maruti Swift LXI,2019,11000,15000,Petrol,Individual,Manual,4.71,1197.0,81.8,5.0
Hyundai Santro Xing GLS,2009,3300,77000,Petrol,Individual,Manual,5.58,1086.0,62.1,5.0
Maruti Wagon R VXI BS IV,2015,9019,18500,Petrol,Individual,Manual,4.88,998.0,67.04,5.0
Mahindra TUV 300 T8,2016,13750,120000,Diesel,Individual,Manual,5.41,1493.0,100.0,7.0
Renault KWID RXT,2015,6380,15200,Petrol,Individual,Manual,3.97,799.0,53.3,5.0
Honda Mobilio V i VTEC,2015,11000,35000,Petrol,Individual,Manual,5.78,1497.0,117.3,7.0
Hyundai Verna 1.6 SX,2011,10450,80000,Diesel,Individual,Manual,4.48,1582.0,126.32,5.0
Hyundai EON Era Plus,2013,4180,70000,Petrol,Individual,Manual,4.74,814.0,55.2,5.0
Mahindra XUV500 W6 2WD,2014,16500,80000,Diesel,Individual,Manual,6.62,2179.0,140.0,7.0
Nissan Terrano XV 110 PS,2014,11550,120000,Diesel,Individual,Manual,5.26,1461.0,108.5,5.0
Chevrolet Cruze LTZ,2012,10890,82000,Diesel,Individual,Manual,5.78,1998.0,163.7,5.0
Hyundai i20 Sportz 1.4 CRDi,2015,12100,60000,Diesel,Individual,Manual,4.44,1396.0,88.73,5.0
Mahindra XUV500 W8 4WD,2012,13090,129000,Diesel,Individual,Manual,6.62,2179.0,140.0,7.0
Fiat Grande Punto EVO 1.3 Dynamic,2015,12100,67000,Diesel,Individual,Manual,4.72,1248.0,75.0,5.0
Toyota Fortuner 2.5 4x2 MT TRD Sportivo,2015,44000,120000,Diesel,Individual,Manual,7.69,2494.0,142.0,7.0
Tata Safari DICOR 2.2 EX 4x2,2010,8800,120000,Diesel,Individual,Manual,7.18,2179.0,138.03,7.0
Fiat Avventura Power Up 1.3 Emotion,2015,11000,96500,Diesel,Individual,Manual,4.88,1248.0,91.72,5.0
Maruti Wagon R LXI BSIII,2017,7480,52412,Petrol,Dealer,Manual,5.29,998.0,67.1,5.0
Mahindra Scorpio SLE BS IV,2012,10560,85472,Diesel,Dealer,Manual,8.3,2179.0,120.0,8.0
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2013,10560,87452,Diesel,Dealer,Manual,4.39,1498.0,98.59,5.0
Ford EcoSport 1.5 Diesel Ambiente BSIV,2018,16500,17000,Diesel,Individual,Manual,4.35,1498.0,98.96,5.0
Maruti Wagon R LXI Minor,2008,2200,66530,Petrol,Individual,Manual,5.29,1061.0,67.0,5.0
Hyundai i20 Magna,2013,6380,40000,Petrol,Individual,Manual,5.41,1197.0,82.85,5.0
Fiat Avventura Power Up 1.3 Emotion,2015,9350,96500,Diesel,Individual,Manual,4.88,1248.0,91.72,5.0
Honda City V MT,2010,6270,79000,Petrol,Individual,Manual,5.95,1497.0,116.3,5.0
Mahindra TUV 300 mHAWK100 T8,2016,13750,50000,Diesel,Individual,Manual,5.41,1493.0,100.0,7.0
Fiat Grande Punto Active (Diesel),2012,3740,60000,Diesel,Individual,Manual,4.93,1248.0,75.0,5.0
Tata Zest Revotron 1.2T XMS,2018,10119,35000,Petrol,Individual,Manual,5.69,1193.0,88.7,5.0
Fiat Avventura MULTIJET Emotion,2015,9900,120000,Diesel,Individual,Manual,4.88,1248.0,91.72,5.0
Maruti Swift Dzire AMT VXI,2019,14300,10000,Petrol,Individual,Automatic,4.71,1197.0,81.8,5.0
Hyundai i20 Active 1.2 S,2017,13200,15000,Petrol,Individual,Manual,5.82,1197.0,81.86,5.0
Maruti Alto 800 CNG LXI,2013,3916,70000,CNG,Individual,Manual,2.17,796.0,47.3,5.0
Maruti Alto 800 LXI,2016,6600,5000,Petrol,Individual,Manual,4.4,796.0,47.3,5.0
Maruti Alto LXi,2009,3300,40000,Petrol,Individual,Manual,5.08,796.0,46.3,5.0
Hyundai Elite i20 Petrol Magna Exective,2019,12980,10000,Petrol,Individual,Manual,5.38,1197.0,81.86,5.0
Hyundai EON Era Plus,2016,6820,25000,Petrol,Individual,Manual,4.74,814.0,55.2,5.0
Tata Zest Revotron 1.2T XMS,2017,8800,53000,Petrol,Individual,Manual,5.69,1193.0,88.7,5.0
Mahindra Scorpio LX,2014,11440,110000,Diesel,Individual,Manual,8.3,2179.0,120.0,9.0
Ashok Leyland Stile LE,2013,6600,200000,Diesel,Individual,Manual,4.98,1461.0,75.0,8.0
Mahindra XUV300 W8 Option BSIV,2019,22000,22000,Petrol,Individual,Manual,5.88,1197.0,110.0,5.0
Maruti Wagon R VXI,2003,1430,70000,Petrol,Individual,Manual,5.29,998.0,67.1,5.0
Honda Amaze VX i-DTEC,2015,11219,75000,Diesel,Individual,Manual,3.88,1498.0,98.6,5.0
Maruti Wagon R VXI BSIII,2012,4862,70000,Petrol,Individual,Manual,5.29,998.0,67.1,5.0
Volkswagen Vento 1.6 Highline,2014,8580,64000,Petrol,Individual,Manual,6.65,1598.0,103.2,5.0
Maruti Gypsy King Soft Top MPI BSIV,2002,7700,60000,Petrol,Individual,Manual,8.36,1298.0,80.0,8.0
Maruti Alto LXi,2009,4290,40000,Petrol,Individual,Manual,5.08,796.0,46.3,5.0
Audi Q7 3.0 TDI Quattro,2010,38500,110000,Diesel,Individual,Automatic,8.29,2967.0,241.4,7.0
Mahindra Scorpio VLX 2WD AIRBAG BSIII,2013,13200,60000,Diesel,Individual,Manual,8.3,2179.0,120.0,8.0
Hyundai i20 Sportz Option 1.4 CRDi,2015,13530,72000,Diesel,Individual,Manual,4.44,1396.0,88.73,5.0
Hyundai i20 Magna 1.4 CRDi (Diesel),2013,7700,70000,Diesel,Individual,Manual,4.57,1396.0,88.76,5.0
Chevrolet Beat Diesel LS,2012,3080,75000,Diesel,Individual,Manual,3.93,936.0,57.6,5.0
Hyundai i20 1.4 Sportz,2017,14300,32331,Diesel,Individual,Manual,4.44,1396.0,88.73,5.0
Hyundai Creta 1.6 CRDi SX Plus,2016,24200,70000,Diesel,Individual,Manual,5.08,1582.0,126.2,5.0
Hyundai i20 1.4 CRDi Sportz,2010,6270,80000,Diesel,Individual,Manual,4.35,1396.0,90.0,5.0
Chevrolet Spark 1.0 LT,2011,4180,20000,Petrol,Individual,Manual,5.56,995.0,62.0,5.0
Nissan Sunny XL,2012,7700,110000,Petrol,Individual,Manual,5.9,1498.0,97.7,5.0
Hyundai Grand i10 Asta,2014,8800,40000,Petrol,Individual,Manual,5.29,1197.0,82.0,5.0
Toyota Innova Crysta 2.7 ZX AT BSIV,2016,46200,40000,Petrol,Individual,Automatic,9.3,2694.0,163.7,7.0
Hyundai i20 Sportz 1.2,2015,9569,90000,Petrol,Individual,Manual,5.38,1197.0,81.83,5.0
Maruti Swift Dzire VXI,2014,9900,50000,Petrol,Individual,Manual,5.24,1197.0,85.8,5.0
Daewoo Matiz SD,2001,990,137000,Petrol,Individual,Manual,5.41,796.0,53.0,5.0
Hyundai i20 Asta 1.2,2015,9900,60000,Petrol,Individual,Manual,5.38,1197.0,81.83,5.0
Maruti Swift VDI Optional,2017,12760,30000,Diesel,Individual,Manual,3.97,1248.0,74.0,5.0
Hyundai Creta 1.6 CRDi SX,2016,19800,98000,Diesel,Individual,Manual,5.08,1582.0,126.2,5.0
Maruti Ertiga SHVS ZDI,2016,16500,50000,Diesel,Individual,Manual,4.08,1248.0,88.5,7.0
Tata Indigo CS LS (TDI) BS III,2009,3080,120000,Diesel,Individual,Manual,5.24,1396.0,69.0,5.0
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2017,11550,30000,Petrol,Individual,Manual,5.29,1197.0,81.86,5.0
Tata Indigo CS LS (TDI) BS III,2009,2529,120000,Diesel,Individual,Manual,5.24,1396.0,69.0,5.0
Tata Tiago 1.2 Revotron XZ,2016,8778,40000,Petrol,Individual,Manual,4.19,1199.0,84.0,5.0
Tata Indica V2 Turbomax DLS BS IV,2012,6050,90000,Diesel,Individual,Manual,5.26,1405.0,71.0,5.0
Hyundai i20 1.4 CRDi Magna,2011,7480,80000,Diesel,Individual,Manual,4.57,1396.0,90.0,5.0
Hyundai EON LPG Era Plus,2012,4884,120000,LPG,Individual,Manual,2.63,814.0,55.2,5.0
Mahindra Ssangyong Rexton RX7,2013,18700,200000,Diesel,Individual,Automatic,8.94,2696.0,184.0,7.0
Tata Indica V2 DLS,2007,1540,110000,Diesel,Individual,Manual,5.81,1396.0,53.5,5.0
Tata Tiago 1.2 Revotron XT,2017,9460,38000,Petrol,Individual,Manual,4.19,1199.0,84.0,5.0
Tata Tiago 1.2 Revotron XT,2017,9460,35000,Petrol,Individual,Manual,4.19,1199.0,84.0,5.0
Maruti Wagon R VXI BS IV,2014,7040,70000,Petrol,Individual,Manual,4.88,998.0,67.04,5.0
Renault Fluence Diesel E4,2012,11000,120000,Diesel,Individual,Manual,4.59,1461.0,78.0,5.0
Renault Duster 110PS Diesel RxL,2012,11000,110000,Diesel,Individual,Manual,5.26,1461.0,108.45,5.0
Tata Indica Vista Aura Plus 1.3 Quadrajet BS IV,2010,5059,140000,Diesel,Individual,Manual,5.43,1248.0,75.0,5.0
Mahindra Scorpio VLS AT 2.2 mHAWK,2009,13200,155000,Diesel,Individual,Automatic,8.48,2179.0,120.0,8.0
Renault Pulse RxL Optional,2017,11000,80000,Diesel,Individual,Manual,4.33,1461.0,63.1,5.0
Mahindra Bolero SLX 2WD,2010,6930,120000,Diesel,Individual,Manual,7.35,2523.0,63.0,7.0
Maruti Wagon R VXI Minor,2011,5830,80000,Petrol,Individual,Manual,5.29,998.0,67.1,5.0
Ford Figo 1.5D Base MT,2015,7700,110000,Diesel,Individual,Manual,3.87,1498.0,99.0,5.0
Tata Indigo CR4,2012,4400,230000,Diesel,Individual,Manual,4.24,1396.0,70.0,5.0
Tata Indica V2 DLE BSIII,2011,2529,172000,Diesel,Individual,Manual,5.59,1396.0,52.8,5.0
Hyundai i20 Magna 1.2,2014,9350,25000,Petrol,Individual,Manual,5.38,1197.0,81.83,5.0
Ford EcoSport 1.5 Diesel Trend BSIV,2019,19800,35000,Diesel,Individual,Manual,4.35,1498.0,98.96,5.0
Mahindra Scorpio 2009-2014 SLE 7S BSIV,2014,12100,126000,Diesel,Individual,Manual,8.3,2179.0,120.0,7.0
Honda WR-V i-DTEC VX,2018,19800,30000,Diesel,Individual,Manual,3.92,1498.0,98.6,5.0
Hyundai i10 Era,2011,3630,97000,Petrol,Individual,Manual,5.05,1086.0,68.05,5.0
Hyundai Verna 1.6 CRDI AT SX Option,2016,18700,120000,Diesel,Individual,Automatic,5.24,1582.0,126.2,5.0
Hyundai Verna 1.6 CRDi S Option,2016,18700,120000,Diesel,Individual,Manual,4.18,1582.0,126.32,5.0
Mahindra Thar CRDe AC,2014,12100,80000,Diesel,Individual,Manual,6.04,2498.0,105.0,6.0
Maruti Swift Dzire Vdi BSIV,2011,11000,60000,Diesel,Individual,Manual,5.18,1248.0,73.9,5.0
Maruti Swift Dzire VXI 1.2,2018,13860,15000,Petrol,Individual,Manual,4.71,1197.0,81.8,5.0
Hyundai i10 Era,2011,3520,60000,Petrol,Individual,Manual,5.05,1086.0,68.05,5.0
Honda City i DTEC VX,2015,14740,60000,Diesel,Individual,Manual,3.98,1498.0,98.6,5.0
Maruti Swift ZDi,2014,9460,90000,Diesel,Individual,Manual,4.37,1248.0,74.0,5.0
Hyundai Xcent 1.2 Kappa Base,2015,8250,30000,Petrol,Individual,Manual,5.24,1197.0,82.0,5.0
Hyundai i20 Asta Option 1.2,2016,14300,35000,Petrol,Individual,Manual,5.38,1197.0,81.83,5.0
Maruti Swift Dzire LDI,2016,11000,35000,Diesel,Individual,Manual,3.76,1248.0,74.0,5.0
Maruti Swift Dzire LDI,2016,11000,35000,Diesel,Individual,Manual,3.76,1248.0,74.0,5.0
Mahindra XUV500 W10 2WD,2017,29700,25000,Diesel,Individual,Manual,6.25,2179.0,140.0,7.0
Volkswagen Ameo 1.5 TDI Comfortline,2018,13200,40000,Diesel,Individual,Manual,4.62,1498.0,108.62,5.0
Hyundai Creta 1.6 CRDi SX Plus,2017,26400,25000,Diesel,Individual,Manual,5.08,1582.0,126.2,5.0
BMW X6 xDrive30d,2013,82500,56000,Diesel,Dealer,Automatic,8.93,2993.0,241.0,4.0
Maruti Swift Dzire ZXI Plus,2018,17490,41779,Petrol,Dealer,Manual,4.71,1197.0,81.8,5.0
Honda Jazz 1.2 V i VTEC,2016,13750,54000,Petrol,Dealer,Manual,5.35,1199.0,88.7,5.0
Mercedes-Benz E-Class E250 CDI Avantgarde,2016,63800,31000,Diesel,Dealer,Automatic,7.69,2143.0,204.0,5.0
Maruti Ignis 1.3 AMT Zeta,2017,13750,37000,Diesel,Individual,Automatic,3.73,1248.0,74.0,5.0
Chevrolet Cruze LTZ AT,2011,9680,90000,Diesel,Individual,Automatic,5.52,1991.0,147.9,4.0
Toyota Corolla Altis 1.8 G,2018,30800,13534,Petrol,Dealer,Manual,7.0,1798.0,138.03,5.0
Toyota Corolla Altis 1.8 VL AT,2017,31899,7000,Petrol,Dealer,Automatic,6.88,1794.0,138.1,5.0
Mercedes-Benz GLA Class 200 CDI SPORT,2017,59400,23000,Diesel,Dealer,Automatic,5.59,2143.0,136.0,5.0
Hyundai Grand i10 Sportz,2017,12100,23456,Petrol,Dealer,Manual,5.29,1197.0,82.0,5.0
Toyota Innova Crysta 2.8 GX AT 8S BSIV,2019,42350,43000,Diesel,Dealer,Automatic,8.8,2755.0,171.5,8.0
Mahindra XUV500 W10 2WD,2015,26950,39000,Diesel,Dealer,Manual,6.25,2179.0,140.0,7.0
Honda WR-V i-VTEC S,2017,15400,15000,Petrol,Individual,Manual,5.71,1199.0,88.7,5.0
Maruti Swift Dzire VDI,2013,11660,40000,Diesel,Individual,Manual,4.27,1248.0,74.0,5.0
Kia Seltos HTX Plus AT D,2020,41800,5000,Diesel,Dealer,Automatic,5.62,1493.0,113.4,5.0
Maruti Ciaz RS ZDi Plus SHVS,2017,18589,70000,Diesel,Dealer,Manual,3.56,1248.0,88.5,5.0
Skoda Rapid 1.5 TDI AT Style Plus,2016,14300,99000,Diesel,Dealer,Automatic,4.62,1498.0,103.52,5.0
Maruti Swift ZXI 2018,2018,16500,15000,Petrol,Dealer,Manual,4.55,1197.0,81.8,5.0
BMW 6 Series GT 630d Luxury Line,2018,132000,28156,Diesel,Dealer,Automatic,5.85,2993.0,261.4,4.0
Honda Jazz 1.2 SV i VTEC,2015,13420,30000,Petrol,Dealer,Manual,5.35,1199.0,88.7,5.0
Chevrolet Beat LT,2010,3300,70000,Petrol,Individual,Manual,5.38,1199.0,79.4,5.0
Maruti Swift Dzire VXI,2014,10450,40000,Petrol,Individual,Manual,5.24,1197.0,85.8,5.0
Mahindra Scorpio SLX 4WD,2008,8250,136500,Diesel,Individual,Manual,7.87,2609.0,120.0,8.0
Mahindra KUV 100 mFALCON D75 K6 Plus,2016,9350,70000,Diesel,Individual,Manual,3.95,1198.0,77.0,6.0
Honda City i DTEC VX,2015,17600,90000,Diesel,Individual,Manual,3.98,1498.0,98.6,5.0
Maruti 800 DX,1996,880,32000,Petrol,Individual,Manual,6.21,796.0,37.0,4.0
Maruti Wagon R AMT VXI Option,2018,11219,8000,Petrol,Individual,Automatic,4.88,998.0,67.0,5.0
Toyota Etios Liva VD,2015,8514,170000,Diesel,Individual,Manual,4.24,1364.0,67.04,5.0
Maruti Alto 800 VXI,2014,5170,25000,Petrol,Individual,Manual,4.4,796.0,47.3,5.0
Tata Sumo SE Plus BSII,2000,2090,120000,Diesel,Individual,Manual,8.2,1948.0,68.0,10.0
Maruti Swift Vdi BSIII,2010,7480,110000,Diesel,Individual,Manual,5.62,1248.0,75.0,5.0
Mahindra XUV500 W6 2WD,2016,22000,100000,Diesel,Individual,Manual,6.25,2179.0,140.0,7.0
Ford Ikon 1.4 TDCi DuraTorq,2009,3520,115000,Diesel,Individual,Manual,7.25,1399.0,68.0,5.0
Mahindra Scorpio SLX 4WD LE,2008,8030,120000,Diesel,Individual,Manual,7.87,2609.0,120.0,8.0
Skoda Fabia 1.2L Diesel Elegance,2011,6600,265000,Diesel,Individual,Manual,4.79,1199.0,75.0,5.0
Maruti Swift Vdi BSIII,2008,5720,90000,Diesel,Individual,Manual,5.62,1248.0,75.0,5.0
Honda Jazz V CVT,2018,18920,40000,Petrol,Individual,Automatic,5.49,1199.0,88.7,5.0
Hyundai Verna 1.6 Xi ABS,2008,2529,55000,Petrol,Individual,Manual,7.19,1599.0,103.2,5.0
Maruti Alto LXi,2007,2200,90000,Petrol,Individual,Manual,5.08,796.0,46.3,5.0
Volkswagen Vento 1.5 TDI Highline,2014,12430,111000,Diesel,Individual,Manual,4.92,1498.0,103.2,5.0
Mahindra Xylo E4 BS III,2013,9900,120000,Diesel,Individual,Manual,8.56,2498.0,112.0,7.0
Maruti Baleno Zeta 1.2,2017,13750,15000,Petrol,Individual,Manual,4.67,1197.0,83.1,5.0
Maruti Alto 800 VXI,2016,6160,30000,Petrol,Individual,Manual,4.4,796.0,47.3,5.0
Maruti Alto K10 VXI,2017,7260,50000,Petrol,Individual,Manual,4.18,998.0,67.05,5.0
Hyundai Creta 1.6 CRDi Anniversary Edition,2015,28600,40000,Diesel,Individual,Manual,5.08,1582.0,126.2,5.0
